,genes,hgnc_id
ENSG00000132323,ILKAP,HGNC:15566
ENSG00000132326,PER2,HGNC:8846
ENSG00000132329,RAMP1,HGNC:9843
ENSG00000132330,SCLY,HGNC:18161
ENSG00000132334,PTPRE,HGNC:9669
ENSG00000132341,RAN,HGNC:9846
ENSG00000132356,PRKAA1,HGNC:9376
ENSG00000132357,CARD6,HGNC:16394
ENSG00000132359,RAP1GAP2,HGNC:29176
ENSG00000132361,CLUH,HGNC:29094
ENSG00000132376,INPP5K,HGNC:33882
ENSG00000132382,MYBBP1A,HGNC:7546
ENSG00000132383,RPA1,HGNC:10289
ENSG00000132386,SERPINF1,HGNC:8824
ENSG00000132388,UBE2G1,HGNC:12482
ENSG00000132394,EEFSEC,HGNC:24614
ENSG00000132405,TBC1D14,HGNC:29246
ENSG00000132406,TMEM128,HGNC:28201
ENSG00000132423,COQ3,HGNC:18175
ENSG00000132424,PNISR,HGNC:21222
ENSG00000132429,POPDC3,HGNC:17649
ENSG00000132432,SEC61G,HGNC:18277
ENSG00000132434,LANCL2,HGNC:6509
ENSG00000132436,FIGNL1,HGNC:13286
ENSG00000132437,DDC,HGNC:2719
ENSG00000132446,FTHL17,HGNC:3987
ENSG00000132463,GRSF1,HGNC:4610
ENSG00000132464,ENAM,HGNC:3344
ENSG00000132465,JCHAIN,HGNC:5713
ENSG00000132466,ANKRD17,HGNC:23575
ENSG00000132467,UTP3,HGNC:24477
ENSG00000132470,ITGB4,HGNC:6158
ENSG00000132471,WBP2,HGNC:12738
ENSG00000132475,H3-3B,HGNC:4765
ENSG00000132478,UNK,HGNC:29369
ENSG00000132481,TRIM47,HGNC:19020
ENSG00000132485,ZRANB2,HGNC:13058
ENSG00000132507,EIF5A,HGNC:3300
ENSG00000132510,KDM6B,HGNC:29012
ENSG00000132514,CLEC10A,HGNC:16916
ENSG00000132517,SLC52A1,HGNC:30225
ENSG00000132518,GUCY2D,HGNC:4689
ENSG00000132522,GPS2,HGNC:4550
ENSG00000132530,XAF1,HGNC:30932
ENSG00000132535,DLG4,HGNC:2903
ENSG00000132541,RIDA,HGNC:16897
ENSG00000132549,VPS13B,HGNC:2183
ENSG00000132554,RGS22,HGNC:24499
ENSG00000132561,MATN2,HGNC:6908
ENSG00000132563,REEP2,HGNC:17975
ENSG00000132570,PCBD2,HGNC:24474
ENSG00000132581,SDF2,HGNC:10675
ENSG00000132589,FLOT2,HGNC:3758
ENSG00000132591,ERAL1,HGNC:3424
ENSG00000132600,PRMT7,HGNC:25557
ENSG00000132603,NIP7,HGNC:24328
ENSG00000132604,TERF2,HGNC:11729
ENSG00000132612,VPS4A,HGNC:13488
ENSG00000132613,MTSS2,HGNC:25094
ENSG00000132622,HSPA12B,HGNC:16193
ENSG00000132623,ANKEF1,HGNC:15803
ENSG00000132631,SCP2D1,HGNC:16211
ENSG00000132635,PCED1A,HGNC:16212
ENSG00000132639,SNAP25,HGNC:11132
ENSG00000132640,BTBD3,HGNC:15854
ENSG00000132646,PCNA,HGNC:8729
ENSG00000132661,NXT1,HGNC:15913
ENSG00000132664,POLR3F,HGNC:15763
ENSG00000132669,RIN2,HGNC:18750
ENSG00000132670,PTPRA,HGNC:9664
ENSG00000132671,SSTR4,HGNC:11333
ENSG00000132676,DAP3,HGNC:2673
ENSG00000132677,RHBG,HGNC:14572
ENSG00000132680,KHDC4,HGNC:29145
ENSG00000132681,ATP1A4,HGNC:14073
ENSG00000132688,NES,HGNC:7756
ENSG00000132692,BCAN,HGNC:23059
ENSG00000132693,CRP,HGNC:2367
ENSG00000132694,ARHGEF11,HGNC:14580
ENSG00000132698,RAB25,HGNC:18238
ENSG00000132702,HAPLN2,HGNC:17410
ENSG00000132703,APCS,HGNC:584
ENSG00000132704,FCRL2,HGNC:14875
ENSG00000132716,DCAF8,HGNC:24891
ENSG00000132718,SYT11,HGNC:19239
ENSG00000132740,IGHMBP2,HGNC:5542
ENSG00000132744,ACY3,HGNC:24104
ENSG00000132746,ALDH3B2,HGNC:411
ENSG00000132749,TESMIN,HGNC:7446
ENSG00000132763,MMACHC,HGNC:24525
ENSG00000132768,DPH2,HGNC:3004
ENSG00000132773,TOE1,HGNC:15954
ENSG00000132780,NASP,HGNC:7644
ENSG00000132781,MUTYH,HGNC:7527
ENSG00000132792,CTNNBL1,HGNC:15879
ENSG00000132793,LPIN3,HGNC:14451
ENSG00000132801,ZSWIM3,HGNC:16157
ENSG00000132819,RBM38,HGNC:15818
ENSG00000132821,VSTM2L,HGNC:16096
ENSG00000132823,OSER1,HGNC:16105
ENSG00000132824,SERINC3,HGNC:11699
ENSG00000132825,PPP1R3D,HGNC:9294
ENSG00000132837,DMGDH,HGNC:24475
ENSG00000132840,BHMT2,HGNC:1048
ENSG00000132842,AP3B1,HGNC:566
ENSG00000132846,ZBED3,HGNC:20711
ENSG00000132849,PATJ,HGNC:28881
ENSG00000132854,KANK4,HGNC:27263
ENSG00000132855,ANGPTL3,HGNC:491
ENSG00000132872,SYT4,HGNC:11512
ENSG00000132874,SLC14A2,HGNC:10919
ENSG00000132879,FBXO44,HGNC:24847
ENSG00000132881,CPLANE2,HGNC:28127
ENSG00000132906,CASP9,HGNC:1511
ENSG00000132911,NMUR2,HGNC:16454
ENSG00000132912,DCTN4,HGNC:15518
ENSG00000132915,PDE6A,HGNC:8785
ENSG00000132932,ATP8A2,HGNC:13533
ENSG00000132938,MTUS2,HGNC:20595
ENSG00000132950,ZMYM5,HGNC:13029
ENSG00000132952,USPL1,HGNC:20294
ENSG00000132953,XPO4,HGNC:17796
ENSG00000132958,TPTE2,HGNC:17299
ENSG00000132963,POMP,HGNC:20330
ENSG00000132964,CDK8,HGNC:1779
ENSG00000132965,ALOX5AP,HGNC:436
ENSG00000132970,WASF3,HGNC:12734
ENSG00000132972,RNF17,HGNC:10060
ENSG00000132975,GPR12,HGNC:4466
ENSG00000133019,CHRM3,HGNC:1952
ENSG00000133020,MYH8,HGNC:7578
ENSG00000133026,MYH10,HGNC:7568
ENSG00000133027,PEMT,HGNC:8830
ENSG00000133028,SCO1,HGNC:10603
ENSG00000133030,MPRIP,HGNC:30321
ENSG00000133048,CHI3L1,HGNC:1932
ENSG00000133055,MYBPH,HGNC:7552
ENSG00000133056,PIK3C2B,HGNC:8972
ENSG00000133059,DSTYK,HGNC:29043
ENSG00000133063,CHIT1,HGNC:1936
ENSG00000133065,SLC41A1,HGNC:19429
ENSG00000133067,LGR6,HGNC:19719
ENSG00000133069,TMCC2,HGNC:24239
ENSG00000133083,DCLK1,HGNC:2700
ENSG00000133101,CCNA1,HGNC:1577
ENSG00000133103,COG6,HGNC:18621
ENSG00000133104,SPART,HGNC:18514
ENSG00000133105,RXFP2,HGNC:17318
ENSG00000133106,EPSTI1,HGNC:16465
ENSG00000133107,TRPC4,HGNC:12336
ENSG00000133110,POSTN,HGNC:16953
ENSG00000133111,RFXAP,HGNC:9988
ENSG00000133112,TPT1,HGNC:12022
ENSG00000133114,GPALPP1,HGNC:20298
ENSG00000133115,STOML3,HGNC:19420
ENSG00000133116,KL,HGNC:6344
ENSG00000133119,RFC3,HGNC:9971
ENSG00000133121,STARD13,HGNC:19164
ENSG00000133124,IRS4,HGNC:6128
ENSG00000133131,MORC4,HGNC:23485
ENSG00000133134,BEX2,HGNC:30933
ENSG00000133135,RNF128,HGNC:21153
ENSG00000133138,TBC1D8B,HGNC:24715
ENSG00000133142,TCEAL4,HGNC:26121
ENSG00000133169,BEX1,HGNC:1036
ENSG00000133193,FAM104A,HGNC:25918
ENSG00000133195,SLC39A11,HGNC:14463
ENSG00000133216,EPHB2,HGNC:3393
ENSG00000133226,SRRM1,HGNC:16638
ENSG00000133243,BTBD2,HGNC:15504
ENSG00000133246,PRAM1,HGNC:30091
ENSG00000133247,KMT5C,HGNC:28405
ENSG00000133250,ZNF414,HGNC:20630
ENSG00000133256,PDE6B,HGNC:8786
ENSG00000133265,HSPBP1,HGNC:24989
ENSG00000133275,CSNK1G2,HGNC:2455
ENSG00000133302,SLF1,HGNC:25408
ENSG00000133313,CNDP2,HGNC:24437
ENSG00000133315,MACROD1,HGNC:29598
ENSG00000133316,WDR74,HGNC:25529
ENSG00000133317,LGALS12,HGNC:15788
ENSG00000133318,RTN3,HGNC:10469
ENSG00000133321,PLAAT4,HGNC:9869
ENSG00000133328,PLAAT2,HGNC:17824
ENSG00000133392,MYH11,HGNC:7569
ENSG00000133393,CEP20,HGNC:26435
ENSG00000133398,MED10,HGNC:28760
ENSG00000133401,PDZD2,HGNC:18486
ENSG00000133422,MORC2,HGNC:23573
ENSG00000133424,LARGE1,HGNC:6511
ENSG00000133433,GSTT2B,HGNC:33437
ENSG00000133454,MYO18B,HGNC:18150
ENSG00000133460,SLC2A11,HGNC:14239
ENSG00000133466,C1QTNF6,HGNC:14343
ENSG00000133475,GGT2,HGNC:4251
ENSG00000133477,FAM83F,HGNC:25148
ENSG00000133488,SEC14L4,HGNC:20627
ENSG00000133561,GIMAP6,HGNC:21918
ENSG00000133574,GIMAP4,HGNC:21872
ENSG00000133597,ADCK2,HGNC:19039
ENSG00000133606,MKRN1,HGNC:7112
ENSG00000133612,AGAP3,HGNC:16923
ENSG00000133619,KRBA1,HGNC:22228
ENSG00000133627,ACTR3B,HGNC:17256
ENSG00000133636,NTS,HGNC:8038
ENSG00000133639,BTG1,HGNC:1130
ENSG00000133640,LRRIQ1,HGNC:25708
ENSG00000133641,C12orf29,HGNC:25322
ENSG00000133657,ATP13A3,HGNC:24113
ENSG00000133661,SFTPD,HGNC:10803
ENSG00000133665,DYDC2,HGNC:23468
ENSG00000133678,TMEM254,HGNC:25804
ENSG00000133687,TMTC1,HGNC:24099
ENSG00000133703,KRAS,HGNC:6407
ENSG00000133704,IPO8,HGNC:9853
ENSG00000133706,LARS1,HGNC:6512
ENSG00000133710,SPINK5,HGNC:15464
ENSG00000133731,IMPA1,HGNC:6050
ENSG00000133739,LRRCC1,HGNC:29373
ENSG00000133740,E2F5,HGNC:3119
ENSG00000133742,CA1,HGNC:1368
ENSG00000133773,CCDC59,HGNC:25005
ENSG00000133789,SWAP70,HGNC:17070
ENSG00000133794,ARNTL,HGNC:701
ENSG00000133800,LYVE1,HGNC:14687
ENSG00000133805,AMPD3,HGNC:470
ENSG00000133812,SBF2,HGNC:2135
ENSG00000133816,MICAL2,HGNC:24693
ENSG00000133818,RRAS2,HGNC:17271
ENSG00000133835,HSD17B4,HGNC:5213
ENSG00000133858,ZFC3H1,HGNC:28328
ENSG00000133863,TEX15,HGNC:11738
ENSG00000133872,SARAF,HGNC:28789
ENSG00000133874,RNF122,HGNC:21147
ENSG00000133878,DUSP26,HGNC:28161
ENSG00000133884,DPF2,HGNC:9964
ENSG00000133895,MEN1,HGNC:7010
ENSG00000133935,ERG28,HGNC:1187
ENSG00000133937,GSC,HGNC:4612
ENSG00000133943,DGLUCY,HGNC:20498
ENSG00000133958,UNC79,HGNC:19966
ENSG00000133961,NUMB,HGNC:8060
ENSG00000133962,CATSPERB,HGNC:20500
ENSG00000133980,VRTN,HGNC:20223
ENSG00000133983,COX16,HGNC:20213
ENSG00000133985,TTC9,HGNC:20267
ENSG00000133997,MED6,HGNC:19970
ENSG00000134001,EIF2S1,HGNC:3265
ENSG00000134007,ADAM20,HGNC:199
ENSG00000134013,LOXL2,HGNC:6666
ENSG00000134014,ELP3,HGNC:20696
ENSG00000134020,PEBP4,HGNC:28319
ENSG00000134028,ADAMDEC1,HGNC:16299
ENSG00000134030,CTIF,HGNC:23925
ENSG00000134042,MRO,HGNC:24121
ENSG00000134046,MBD2,HGNC:6917
ENSG00000134049,IER3IP1,HGNC:18550
ENSG00000134056,MRPS36,HGNC:16631
ENSG00000134057,CCNB1,HGNC:1579
ENSG00000134058,CDK7,HGNC:1778
ENSG00000134061,CD180,HGNC:6726
ENSG00000134070,IRAK2,HGNC:6113
ENSG00000134072,CAMK1,HGNC:1459
ENSG00000134077,THUMPD3,HGNC:24493
ENSG00000134086,VHL,HGNC:12687
ENSG00000134107,BHLHE40,HGNC:1046
ENSG00000134108,ARL8B,HGNC:25564
ENSG00000134109,EDEM1,HGNC:18967
ENSG00000134115,CNTN6,HGNC:2176
ENSG00000134121,CHL1,HGNC:1939
ENSG00000134138,MEIS2,HGNC:7001
ENSG00000134146,DPH6,HGNC:30543
ENSG00000134152,KATNBL1,HGNC:26199
ENSG00000134153,EMC7,HGNC:24301
ENSG00000134160,TRPM1,HGNC:7146
ENSG00000134183,GNAT2,HGNC:4394
ENSG00000134184,GSTM1,HGNC:4632
ENSG00000134186,PRPF38B,HGNC:25512
ENSG00000134193,REG4,HGNC:22977
ENSG00000134198,TSPAN2,HGNC:20659
ENSG00000134200,TSHB,HGNC:12372
ENSG00000134201,GSTM5,HGNC:4637
ENSG00000134202,GSTM3,HGNC:4635
ENSG00000134207,SYT6,HGNC:18638
ENSG00000134215,VAV3,HGNC:12659
ENSG00000134216,CHIA,HGNC:17432
ENSG00000134222,PSRC1,HGNC:24472
ENSG00000134240,HMGCS2,HGNC:5008
ENSG00000134242,PTPN22,HGNC:9652
ENSG00000134243,SORT1,HGNC:11186
ENSG00000134245,WNT2B,HGNC:12781
ENSG00000134247,PTGFRN,HGNC:9601
ENSG00000134248,LAMTOR5,HGNC:17955
ENSG00000134249,ADAM30,HGNC:208
ENSG00000134250,NOTCH2,HGNC:7882
ENSG00000134253,TRIM45,HGNC:19018
ENSG00000134255,CEPT1,HGNC:24289
ENSG00000134256,CD101,HGNC:5949
ENSG00000134258,VTCN1,HGNC:28873
ENSG00000134259,NGF,HGNC:7808
ENSG00000134262,AP4B1,HGNC:572
ENSG00000134265,NAPG,HGNC:7642
ENSG00000134278,SPIRE1,HGNC:30622
ENSG00000134283,PPHLN1,HGNC:19369
ENSG00000134285,FKBP11,HGNC:18624
ENSG00000134287,ARF3,HGNC:654
ENSG00000134291,TMEM106C,HGNC:28775
ENSG00000134294,SLC38A2,HGNC:13448
ENSG00000134308,YWHAQ,HGNC:12854
ENSG00000134313,KIDINS220,HGNC:29508
ENSG00000134317,GRHL1,HGNC:17923
ENSG00000134318,ROCK2,HGNC:10252
ENSG00000134321,RSAD2,HGNC:30908
ENSG00000134323,MYCN,HGNC:7559
ENSG00000134324,LPIN1,HGNC:13345
ENSG00000134326,CMPK2,HGNC:27015
ENSG00000134330,IAH1,HGNC:27696
ENSG00000134333,LDHA,HGNC:6535
ENSG00000134339,SAA2,HGNC:10514
ENSG00000134343,ANO3,HGNC:14004
ENSG00000134352,IL6ST,HGNC:6021
ENSG00000134363,FST,HGNC:3971
ENSG00000134365,CFHR4,HGNC:16979
ENSG00000134369,NAV1,HGNC:15989
ENSG00000134371,CDC73,HGNC:16783
ENSG00000134375,TIMM17A,HGNC:17315
ENSG00000134376,CRB1,HGNC:2343
ENSG00000134389,CFHR5,HGNC:24668
ENSG00000134398,ERN2,HGNC:16942
ENSG00000134419,RPS15A,HGNC:10389
ENSG00000134438,RAX,HGNC:18662
ENSG00000134440,NARS1,HGNC:7643
ENSG00000134443,GRP,HGNC:4605
ENSG00000134444,RELCH,HGNC:29289
ENSG00000134452,FBH1,HGNC:13620
ENSG00000134453,RBM17,HGNC:16944
ENSG00000134460,IL2RA,HGNC:6008
ENSG00000134461,ANKRD16,HGNC:23471
ENSG00000134463,ECHDC3,HGNC:23489
ENSG00000134470,IL15RA,HGNC:5978
ENSG00000134480,CCNH,HGNC:1594
ENSG00000134489,HRH4,HGNC:17383
ENSG00000134490,TMEM241,HGNC:31723
ENSG00000134504,KCTD1,HGNC:18249
ENSG00000134508,CABLES1,HGNC:25097
ENSG00000134516,DOCK2,HGNC:2988
ENSG00000134531,EMP1,HGNC:3333
ENSG00000134532,SOX5,HGNC:11201
ENSG00000134533,RERG,HGNC:15980
ENSG00000134538,SLCO1B1,HGNC:10959
ENSG00000134539,KLRD1,HGNC:6378
ENSG00000134545,KLRC1,HGNC:6374
ENSG00000134548,SPX,HGNC:28139
ENSG00000134551,PRH2,HGNC:9367
ENSG00000134569,LRP4,HGNC:6696
ENSG00000134571,MYBPC3,HGNC:7551
ENSG00000134574,DDB2,HGNC:2718
ENSG00000134575,ACP2,HGNC:123
ENSG00000134588,USP26,HGNC:13485
ENSG00000134590,RTL8C,HGNC:2569
ENSG00000134594,RAB33A,HGNC:9773
ENSG00000134595,SOX3,HGNC:11199
ENSG00000134597,RBMX2,HGNC:24282
ENSG00000134602,STK26,HGNC:18174
ENSG00000134627,PIWIL4,HGNC:18444
ENSG00000134640,MTNR1B,HGNC:7464
ENSG00000134644,PUM1,HGNC:14957
ENSG00000134668,SPOCD1,HGNC:26338
ENSG00000134684,YARS1,HGNC:12840
ENSG00000134686,PHC2,HGNC:3183
ENSG00000134690,CDCA8,HGNC:14629
ENSG00000134697,GNL2,HGNC:29925
ENSG00000134698,AGO4,HGNC:18424
ENSG00000134709,HOOK1,HGNC:19884
ENSG00000134716,CYP2J2,HGNC:2634
ENSG00000134717,BTF3L4,HGNC:30547
ENSG00000134744,TUT4,HGNC:28981
ENSG00000134748,PRPF38A,HGNC:25930
ENSG00000134755,DSC2,HGNC:3036
ENSG00000134757,DSG3,HGNC:3050
ENSG00000134758,RNF138,HGNC:17765
ENSG00000134759,ELP2,HGNC:18248
ENSG00000134760,DSG1,HGNC:3048
ENSG00000134762,DSC3,HGNC:3037
ENSG00000134765,DSC1,HGNC:3035
ENSG00000134769,DTNA,HGNC:3057
ENSG00000134775,FHOD3,HGNC:26178
ENSG00000134779,TPGS2,HGNC:24561
ENSG00000134780,DAGLA,HGNC:1165
ENSG00000134802,SLC43A3,HGNC:17466
ENSG00000134809,TIMM10,HGNC:11814
ENSG00000134812,CBLIF,HGNC:4268
ENSG00000134815,DHX34,HGNC:16719
ENSG00000134817,APLNR,HGNC:339
ENSG00000134824,FADS2,HGNC:3575
ENSG00000134825,TMEM258,HGNC:1164
ENSG00000134827,TCN1,HGNC:11652
ENSG00000134830,C5AR2,HGNC:4527
ENSG00000134851,TMEM165,HGNC:30760
ENSG00000134852,CLOCK,HGNC:2082
ENSG00000134853,PDGFRA,HGNC:8803
ENSG00000134864,GGACT,HGNC:25100
ENSG00000134871,COL4A2,HGNC:2203
ENSG00000134873,CLDN10,HGNC:2033
ENSG00000134874,DZIP1,HGNC:20908
ENSG00000134882,UBAC2,HGNC:20486
ENSG00000134884,ARGLU1,HGNC:25482
ENSG00000134897,BIVM,HGNC:16034
ENSG00000134899,ERCC5,HGNC:3437
ENSG00000134900,TPP2,HGNC:12016
ENSG00000134901,POGLUT2,HGNC:19350
ENSG00000134905,CARS2,HGNC:25695
ENSG00000134909,ARHGAP32,HGNC:17399
ENSG00000134910,STT3A,HGNC:6172
ENSG00000134917,ADAMTS8,HGNC:224
ENSG00000134940,ACRV1,HGNC:127
ENSG00000134954,ETS1,HGNC:3488
ENSG00000134955,SLC37A2,HGNC:20644
ENSG00000134962,KLB,HGNC:15527
ENSG00000134970,TMED7,HGNC:24253
ENSG00000134982,APC,HGNC:583
ENSG00000134986,NREP,HGNC:16834
ENSG00000134987,WDR36,HGNC:30696
ENSG00000134996,OSTF1,HGNC:8510
ENSG00000135002,RFK,HGNC:30324
ENSG00000135018,UBQLN1,HGNC:12508
ENSG00000135040,NAA35,HGNC:24340
ENSG00000135045,C9orf40,HGNC:23433
ENSG00000135046,ANXA1,HGNC:533
ENSG00000135047,CTSL,HGNC:2537
ENSG00000135048,CEMIP2,HGNC:11869
ENSG00000135049,AGTPBP1,HGNC:17258
ENSG00000135052,GOLM1,HGNC:15451
ENSG00000135063,FAM189A2,HGNC:24820
ENSG00000135069,PSAT1,HGNC:19129
ENSG00000135070,ISCA1,HGNC:28660
ENSG00000135074,ADAM19,HGNC:197
ENSG00000135077,HAVCR2,HGNC:18437
ENSG00000135083,CCNJL,HGNC:25876
ENSG00000135090,TAOK3,HGNC:18133
ENSG00000135093,USP30,HGNC:20065
ENSG00000135094,SDS,HGNC:10691
ENSG00000135097,MSI1,HGNC:7330
ENSG00000135100,HNF1A,HGNC:11621
ENSG00000135108,FBXO21,HGNC:13592
ENSG00000135111,TBX3,HGNC:11602
ENSG00000135114,OASL,HGNC:8090
ENSG00000135116,HRK,HGNC:5185
ENSG00000135119,RNFT2,HGNC:25905
ENSG00000135124,P2RX4,HGNC:8535
ENSG00000135127,BICDL1,HGNC:28095
ENSG00000135144,DTX1,HGNC:3060
ENSG00000135148,TRAFD1,HGNC:24808
ENSG00000135164,DMTF1,HGNC:14603
ENSG00000135175,OCM2,HGNC:34396
ENSG00000135185,TMEM243,HGNC:21707
ENSG00000135205,CCDC146,HGNC:29296
ENSG00000135211,TMEM60,HGNC:21754
ENSG00000135218,CD36,HGNC:1663
ENSG00000135220,UGT2A3,HGNC:28528
ENSG00000135222,CSN2,HGNC:2447
ENSG00000135226,UGT2B28,HGNC:13479
ENSG00000135241,PNPLA8,HGNC:28900
ENSG00000135245,HILPDA,HGNC:28859
ENSG00000135248,FAM71F1,HGNC:30704
ENSG00000135249,RINT1,HGNC:21876
ENSG00000135250,SRPK2,HGNC:11306
ENSG00000135253,KCP,HGNC:17585
ENSG00000135269,TES,HGNC:14620
ENSG00000135272,MDFIC,HGNC:28870
ENSG00000135297,MTO1,HGNC:19261
ENSG00000135298,ADGRB3,HGNC:945
ENSG00000135299,ANKRD6,HGNC:17280
ENSG00000135312,HTR1B,HGNC:5287
ENSG00000135314,KHDC1,HGNC:21366
ENSG00000135315,CEP162,HGNC:21107
ENSG00000135316,SYNCRIP,HGNC:16918
ENSG00000135317,SNX14,HGNC:14977
ENSG00000135318,NT5E,HGNC:8021
ENSG00000135324,MRAP2,HGNC:21232
ENSG00000135333,EPHA7,HGNC:3390
ENSG00000135334,AKIRIN2,HGNC:21407
ENSG00000135336,ORC3,HGNC:8489
ENSG00000135338,LCA5,HGNC:31923
ENSG00000135341,MAP3K7,HGNC:6859
ENSG00000135346,CGA,HGNC:1885
ENSG00000135355,GJA10,HGNC:16995
ENSG00000135362,PRR5L,HGNC:25878
ENSG00000135363,LMO2,HGNC:6642
ENSG00000135365,PHF21A,HGNC:24156
ENSG00000135372,NAT10,HGNC:29830
ENSG00000135373,EHF,HGNC:3246
ENSG00000135374,ELF5,HGNC:3320
ENSG00000135378,PRRG4,HGNC:30799
ENSG00000135387,CAPRIN1,HGNC:6743
ENSG00000135390,ATP5MC2,HGNC:842
ENSG00000135392,DNAJC14,HGNC:24581
ENSG00000135404,CD63,HGNC:1692
ENSG00000135406,PRPH,HGNC:9461
ENSG00000135407,AVIL,HGNC:14188
ENSG00000135409,AMHR2,HGNC:465
ENSG00000135413,LACRT,HGNC:16430
ENSG00000135414,GDF11,HGNC:4216
ENSG00000135423,GLS2,HGNC:29570
ENSG00000135424,ITGA7,HGNC:6143
ENSG00000135426,TESPA1,HGNC:29109
ENSG00000135436,FAM186B,HGNC:25296
ENSG00000135437,RDH5,HGNC:9940
ENSG00000135439,AGAP2,HGNC:16921
ENSG00000135441,BLOC1S1,HGNC:4200
ENSG00000135443,KRT85,HGNC:6462
ENSG00000135446,CDK4,HGNC:1773
ENSG00000135447,PPP1R1A,HGNC:9286
ENSG00000135451,TROAP,HGNC:12327
ENSG00000135452,TSPAN31,HGNC:10539
ENSG00000135454,B4GALNT1,HGNC:4117
ENSG00000135457,TFCP2,HGNC:11748
ENSG00000135469,COQ10A,HGNC:26515
ENSG00000135472,FAIM2,HGNC:17067
ENSG00000135473,PAN2,HGNC:20074
ENSG00000135476,ESPL1,HGNC:16856
ENSG00000135480,KRT7,HGNC:6445
ENSG00000135482,ZC3H10,HGNC:25893
ENSG00000135486,HNRNPA1,HGNC:5031
ENSG00000135503,ACVR1B,HGNC:172
ENSG00000135506,OS9,HGNC:16994
ENSG00000135517,MIP,HGNC:7103
ENSG00000135519,KCNH3,HGNC:6252
ENSG00000135521,LTV1,HGNC:21173
ENSG00000135525,MAP7,HGNC:6869
ENSG00000135535,CD164,HGNC:1632
ENSG00000135537,AFG1L,HGNC:16411
ENSG00000135540,NHSL1,HGNC:21021
ENSG00000135541,AHI1,HGNC:21575
ENSG00000135547,HEY2,HGNC:4881
ENSG00000135549,PKIB,HGNC:9018
ENSG00000135569,TAAR5,HGNC:30236
ENSG00000135577,NMBR,HGNC:7843
ENSG00000135587,SMPD2,HGNC:11121
ENSG00000135596,MICAL1,HGNC:20619
ENSG00000135597,REPS1,HGNC:15578
ENSG00000135604,STX11,HGNC:11429
ENSG00000135605,TEC,HGNC:11719
ENSG00000135617,PRADC1,HGNC:16047
ENSG00000135622,SEMA4F,HGNC:10734
ENSG00000135624,CCT7,HGNC:1622
ENSG00000135625,EGR4,HGNC:3241
ENSG00000135631,RAB11FIP5,HGNC:24845
ENSG00000135632,SMYD5,HGNC:16258
ENSG00000135636,DYSF,HGNC:3097
ENSG00000135637,CCDC142,HGNC:25889
ENSG00000135638,EMX1,HGNC:3340
ENSG00000135643,KCNMB4,HGNC:6289
ENSG00000135655,USP15,HGNC:12613
ENSG00000135677,GNS,HGNC:4422
ENSG00000135678,CPM,HGNC:2311
ENSG00000135679,MDM2,HGNC:6973
ENSG00000135686,KLHL36,HGNC:17844
ENSG00000135697,BCO1,HGNC:13815
ENSG00000135698,MPHOSPH6,HGNC:7214
ENSG00000135702,CHST5,HGNC:1973
ENSG00000135709,KIAA0513,HGNC:29058
ENSG00000135720,DYNC1LI2,HGNC:2966
ENSG00000135722,FBXL8,HGNC:17875
ENSG00000135723,FHOD1,HGNC:17905
ENSG00000135736,CCDC102A,HGNC:28097
ENSG00000135740,SLC9A5,HGNC:11078
ENSG00000135744,AGT,HGNC:333
ENSG00000135747,ZNF670-ZNF695,HGNC:49200
ENSG00000135749,PCNX2,HGNC:8736
ENSG00000135750,KCNK1,HGNC:6272
ENSG00000135763,URB2,HGNC:28967
ENSG00000135766,EGLN1,HGNC:1232
ENSG00000135773,CAPN9,HGNC:1486
ENSG00000135775,COG2,HGNC:6546
ENSG00000135776,ABCB10,HGNC:41
ENSG00000135778,NTPCR,HGNC:28204
ENSG00000135801,TAF5L,HGNC:17304
ENSG00000135821,GLUL,HGNC:4341
ENSG00000135823,STX6,HGNC:11441
ENSG00000135824,RGS8,HGNC:16810
ENSG00000135828,RNASEL,HGNC:10050
ENSG00000135829,DHX9,HGNC:2750
ENSG00000135835,KIAA1614,HGNC:29327
ENSG00000135837,CEP350,HGNC:24238
ENSG00000135838,NPL,HGNC:16781
ENSG00000135842,NIBAN1,HGNC:16784
ENSG00000135845,PIGC,HGNC:8960
ENSG00000135862,LAMC1,HGNC:6492
ENSG00000135870,RC3H1,HGNC:29434
ENSG00000135898,GPR55,HGNC:4511
ENSG00000135899,SP110,HGNC:5401
ENSG00000135900,MRPL44,HGNC:16650
ENSG00000135902,CHRND,HGNC:1965
ENSG00000135903,PAX3,HGNC:8617
ENSG00000135905,DOCK10,HGNC:23479
ENSG00000135912,TTLL4,HGNC:28976
ENSG00000135913,USP37,HGNC:20063
ENSG00000135914,HTR2B,HGNC:5294
ENSG00000135916,ITM2C,HGNC:6175
ENSG00000135917,SLC19A3,HGNC:16266
ENSG00000135919,SERPINE2,HGNC:8951
ENSG00000135924,DNAJB2,HGNC:5228
ENSG00000135925,WNT10A,HGNC:13829
ENSG00000135926,TMBIM1,HGNC:23410
ENSG00000135929,CYP27A1,HGNC:2605
ENSG00000135930,EIF4E2,HGNC:3293
ENSG00000135931,ARMC9,HGNC:20730
ENSG00000135932,CAB39,HGNC:20292
ENSG00000135940,COX5B,HGNC:2269
ENSG00000135945,REV1,HGNC:14060
ENSG00000135951,TSGA10,HGNC:14927
ENSG00000135953,MFSD9,HGNC:28158
ENSG00000135956,TMEM127,HGNC:26038
ENSG00000135960,EDAR,HGNC:2895
